account,company_name,industry,sub_industry,workflow_pattern,classification_source,confidence,ltv,mrr,users,account_age_days,annual_sales,qb_customers,health_score,total_events,invoices,estimates,opportunities,activities,industry_account_count,industry_avg_ltv,industry_median_ltv,industry_total_ltv,industry_avg_users,industry_median_users,industry_avg_mrr,industry_median_mrr,industry_avg_invoices,industry_avg_estimates,industry_avg_opportunities,industry_avg_activities,sub_account_count,sub_avg_ltv,sub_median_ltv,sub_avg_users,sub_median_users,sub_avg_mrr,sub_avg_invoices,sub_avg_estimates,sub_avg_opportunities,sub_avg_activities,website,description,product_types,product_complexity,mwd_vertical,sector,signup_date,qbo_industry
pghorticulturelimited,PG Horticulture Limited,Consumer Goods,Jewelry,quote_driven,llm_classification,medium,5764.5,,6.0,,858243,3236.0,31.0,853,0,165,0,688,70,9459.47,5551.25,662162.6,6.61,5.0,403.92,366.0,552.67,547.01,212.17,3277.57,34.0,10528.72,6577.0,6.91,6.0,434.15,563.74,601.68,253.94,2121.71,pghorticulture.co.uk,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2023-11-17,
wearingwilliamsltd2,Wearing Williams Limited,Consumer Goods,Jewelry,transactional,llm_classification,medium,8710.2,403.0,7.0,,881172,1059.0,68.0,6131,2288,393,148,3302,70,9459.47,5551.25,662162.6,6.61,5.0,403.92,366.0,552.67,547.01,212.17,3277.57,34.0,10528.72,6577.0,6.91,6.0,434.15,563.74,601.68,253.94,2121.71,wearingwilliams.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2023-11-16,
tandssalesinc,T & S Sales Inc.,Food & Beverage,Craft Beer,quote_driven,llm_classification,medium,1872.0,,2.0,,11043004,2265.0,40.0,67,0,67,0,0,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,13.0,6274.6,4576.0,2.69,2.0,342.0,352.46,189.85,31.31,585.62,nwgrainaugers.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2023-11-14,other
commfitness3,Commercial Fitness Equipment,Construction & Building,Flooring,crm_pipeline,llm_classification,medium,12528.9,471.0,10.0,,3478797,1797.0,20.0,704,0,126,578,0,66,12844.24,6291.27,847719.61,6.26,4.0,539.74,416.0,636.97,417.21,265.94,2829.94,12.0,14053.58,10213.9,8.83,7.5,608.17,1377.75,476.08,306.92,5137.58,commfitness.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2023-11-10,sales_manufacturers-rep
transmetroninc3,TRANSMETRON,Industrial,Distribution/Shipping,transactional,manual_verification,medium,6228.0,,7.0,,734341,7432.0,40.0,1217,357,101,0,759,44,13235.79,8126.12,582374.63,7.7,6.0,509.0,371.5,1263.32,809.02,102.5,3404.82,1.0,6228.0,6228.0,7.0,7.0,,357.0,101.0,0.0,759.0,gmail.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2023-11-08,retail
whiteherrinmetals,White-Herrin Metals,Manufacturing,Metal Fabrication,quote_driven,llm_classification,medium,2921.2,,2.0,,4742,478.0,42.0,426,0,262,164,0,26,9205.66,3855.5,239347.07,4.35,3.0,291.12,343.5,503.77,278.77,160.12,2463.77,6.0,2814.28,2239.7,2.17,2.0,,108.33,73.0,37.33,200.67,whiteherrinmetals.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2023-10-30,
hongkongmarket,OceanSky America Inc. dba HONG KONG MARKET,Other,Unclassified,crm_pipeline,unclassified,,1421.0,,1.0,,0,366.0,48.0,44,0,0,44,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,hongkongmarketvegas.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2023-10-27,Wholesale/Distribution
luxuryair,Luxury Air Ltd,Construction & Building,HVAC,transactional,llm_classification,medium,2140.0,,1.0,,0,433.0,25.0,176,119,57,0,0,66,12844.24,6291.27,847719.61,6.26,4.0,539.74,416.0,636.97,417.21,265.94,2829.94,9.0,5115.7,2476.0,3.56,3.0,245.0,805.78,117.89,23.67,668.67,gmail.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2023-10-26,Online & Wholesale Retailers
dalmatianfireequipment,DALMATIAN FIRE EQUIPMENT LLC,Safety Equipment,Fire Safety,mixed,llm_classification,medium,3240.0,,3.0,,2843749,11059.0,18.0,1533,0,0,0,1533,3,2404.27,2053.8,7212.8,2.67,3.0,,,0.0,19.33,9.33,1666.0,2.0,2579.5,2579.5,2.0,2.0,,0.0,29.0,0.0,766.5,dalmatianfire.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2023-10-23,Manufacturing
jdshouseoftrophies,JD's House of Trophies,Consumer Goods,Awards/Trophies,transactional,manual_verification,high,5243.0,196.0,4.0,,701116,2661.0,89.0,8943,2842,924,0,5177,70,9459.47,5551.25,662162.6,6.61,5.0,403.92,366.0,552.67,547.01,212.17,3277.57,1.0,5243.0,5243.0,4.0,4.0,196.0,2842.0,924.0,0.0,5177.0,jdshot.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2023-10-18,
autorescuetools,Auto Rescue Tools & Computers,Industrial,Tools/Hardware,transactional,llm_classification,medium,3166.0,,1.0,,3407880,2267.0,70.0,2591,1731,0,0,860,44,13235.79,8126.12,582374.63,7.7,6.0,509.0,371.5,1263.32,809.02,102.5,3404.82,5.0,6199.65,7583.25,4.6,6.0,330.5,828.4,194.2,145.0,499.6,autorescuetools.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2023-09-25,AutomotiveSalesorRepair
jafedecorating,JAFE Decorating Inc.,Food & Beverage,Spirits,quote_driven,llm_classification,medium,19763.0,604.0,12.0,0.0,8293774,536.0,20.0,57,0,41,16,0,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,55.0,9685.97,6164.0,6.35,5.0,460.79,319.15,316.82,62.55,1506.22,jafedeco.com,"Founded 1978, Greenville, Ohio. Industry leader in commercial glassware decorating for 40+ years. 67,000 square foot facility with 4 state-of-the-art robotic spray lines. Serves candle, skincare/beauty care, beverage/spirit markets. USA-made, eco-friendly glass decoration services. Member National Candle Association.","Custom glass decorating solutions: screen printing on glass, painting, packaging. Full-service candle fulfillment (glass decorating + fragrance filling). Decorated candle jars, perfume/fragrance bottles, cosmetic containers, beverage/spirit bottles. 20+ different decoration techniques in thousands of colors. All shapes/sizes of glassware. Private label solutions.","Very High - 40+ years glassware decoration expertise, 4 robotic spray lines (67,000 sq ft facility), 20+ decoration techniques, thousands of color options, full-service candle fulfillment integration (decorating + filling), eco-friendly USA manufacturing, skincare/beauty/beverage/spirit market specialization, private label capabilities.",Manufacturing (MWD),,2023-09-25,Manufacturing
acheerfulgiver,A Cheerful Giver 2018,Consumer Goods,Home Fragrance/Candles,mixed,manual_verification,high,3958.0,120.0,4.0,,3748792,2945.0,75.0,16164,0,0,0,16164,70,9459.47,5551.25,662162.6,6.61,5.0,403.92,366.0,552.67,547.01,212.17,3277.57,1.0,3958.0,3958.0,4.0,4.0,120.0,0.0,0.0,0.0,16164.0,acheerfulgiver.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2023-08-24,OtherNone
informedag3,InformedAg LLC,Food & Beverage,Spirits,quote_driven,llm_classification,medium,4320.9,,3.0,,270522,495.0,46.0,127,0,111,16,0,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,55.0,9685.97,6164.0,6.35,5.0,460.79,319.15,316.82,62.55,1506.22,informedag.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2023-08-23,
americanlithiumenergy2,American Lithium Energy,Food & Beverage,Spirits,quote_driven,llm_classification,medium,3912.0,,3.0,,0,276.0,10.0,72,0,72,0,0,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,55.0,9685.97,6164.0,6.35,5.0,460.79,319.15,316.82,62.55,1506.22,americanlithiumenergy.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2023-08-10,
baconmail,Bacon Products Corporation,Consumer Goods,Pet/Garden Supplies,transactional,manual_verification,medium,6624.0,,6.0,,2923191,3594.0,19.0,1973,1973,0,0,0,70,9459.47,5551.25,662162.6,6.61,5.0,403.92,366.0,552.67,547.01,212.17,3277.57,1.0,6624.0,6624.0,6.0,6.0,,1973.0,0.0,0.0,0.0,baconproducts.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2023-08-04,Manufacturing
prionesource,Quality One Source,Construction & Building,Doors & Windows,quote_driven,llm_classification,medium,4138.0,,2.0,,625920,386.0,64.0,903,127,136,0,640,66,12844.24,6291.27,847719.61,6.26,4.0,539.74,416.0,636.97,417.21,265.94,2829.94,13.0,7882.36,7082.1,4.62,4.0,361.75,63.46,397.92,157.15,1037.23,prionesource.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2023-07-29,
enzusainc,ENZ USA  INC,Industrial,Sewer Cleaning Equipment,crm_pipeline,manual_verification,high,19905.0,687.0,15.0,0.0,10127687,6314.0,50.0,2316,0,0,71,2245,44,13235.79,8126.12,582374.63,7.7,6.0,509.0,371.5,1263.32,809.02,102.5,3404.82,1.0,19905.0,19905.0,15.0,15.0,687.0,0.0,0.0,71.0,2245.0,enz.com,"Aurora, Illinois (1585 Beverly Court, Unit 115). US subsidiary of Swiss company established 1985. 95% products developed/manufactured in Switzerland. Worldwide leader in sewer/pipe cleaning equipment up to 36,000 PSI. Serves 50+ countries. Subsidiaries: Germany, Sweden, UK, USA.","Swiss-made water jetting nozzles & water blasting tools: standard nozzles, rotating nozzles, wire rope/chain scrapers, milling cutters, camera nozzles, hydro excavation nozzles. CrossJet Technology UC Line (heat exchangers, clogged pipes in industrial settings). Applications: sewer cleaning, pipe cleaning, plumbing, industrial plants/municipalities, chemical/oil/petrochemical industries, nuclear power plants. Sizes 1/8"" to 1/2"", up to 36,000 PSI.","Very High - Swiss-made precision engineering (95% Switzerland manufacturing), worldwide leader status, 36,000 PSI high-pressure systems, CrossJet Technology innovation, multi-application expertise (sewer/industrial/nuclear), camera nozzle integration, hydro excavation technology, global distribution (50+ countries), hardened steel/ceramic insert engineering.",Manufacturing (MWD),,2023-07-28,GeneralProductbasedBusiness
buddyventuresinternationalltd2,Buddy Ventures International Ltd.,Other,Unclassified,transactional,unclassified,,2423.7,,1.0,,185590,158.0,54.0,187,94,0,93,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,gmail.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2023-07-27,
americanbackcountry,"Hintz Targeted Marketing, LLC",Consumer Goods,Apparel,quote_driven,llm_classification,medium,7391.0,309.0,6.0,,23178055,1624.0,54.0,1444,0,135,0,1309,70,9459.47,5551.25,662162.6,6.61,5.0,403.92,366.0,552.67,547.01,212.17,3277.57,9.0,8793.39,4451.0,5.44,4.0,325.0,323.22,239.67,152.0,2005.22,americanbackcountry.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),Wholesale/Distribution,2023-07-26,Wholesale/Distribution
fencetrac2,"FenceTrac Fence Systems, Inc.",Construction & Building,Fencing/Decking,crm_pipeline,llm_classification,medium,7141.0,,4.0,,2068912,12875.0,39.0,994,0,0,994,0,66,12844.24,6291.27,847719.61,6.26,4.0,539.74,416.0,636.97,417.21,265.94,2829.94,3.0,3367.67,1864.0,4.33,4.0,208.0,344.0,411.33,419.33,0.0,fencetrac.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2023-07-25,GeneralServicebasedBusiness
accurateforklift3,Accurate Forklift,Industrial,Material Handling Equipment,transactional,manual_verification,high,48134.0,1732.0,37.0,890.0,15898987,3403.0,58.0,21156,6941,0,0,14215,44,13235.79,8126.12,582374.63,7.7,6.0,509.0,371.5,1263.32,809.02,102.5,3404.82,2.0,24577.5,24577.5,22.5,22.5,886.0,3470.5,1242.5,7.5,7107.5,accurateforklift.net,"Founded 1996 in Atlanta, GA with over 50 years industry expertise. Headquartered East Point, GA. Serves metro Atlanta area. Comprehensive forklift repair for businesses of all sizes. Phone: (770) 692-1455.","New and used forklift sales, forklift rentals (electric, liquid propane, diesel, all-terrain models, 3,000-40,000 lb capacity), parts for all makes and models, repair and maintenance services.","High - Multi-brand parts inventory management, diverse rental fleet (multiple fuel types and capacities), service technician expertise required for all makes/models, responsive service demands.",Manufacturing (MWD),,2023-07-19,Manufacturing
cappadociarugsllc,Cappadocia Rugs LLC,Food & Beverage,Spirits,transactional,llm_classification,medium,6164.0,,7.0,,827490,274.0,26.0,57,57,0,0,0,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,55.0,9685.97,6164.0,6.35,5.0,460.79,319.15,316.82,62.55,1506.22,yahoo.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2023-07-12,Home furnishing merchant wholesalers
muleresophonicguitars,MULE RESOPHONIC GUITARS,Other,Unclassified,transactional,unclassified,,1470.0,,1.0,,1162943,3500.0,65.0,140,140,0,0,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,www.muleresophonic.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2023-07-12,
wktrincdbafloridadocks,WKTR Inc,Other,Unclassified,crm_pipeline,unclassified,,3487.2,,2.0,,142642,362.0,48.0,102,0,36,66,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,fldocks.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2023-07-06,WholesaleDistributionandSales
halderinc,"Halder, Inc.",Other,Unclassified,crm_pipeline,unclassified,,9045.4,,7.0,,13511763,6766.0,33.0,226,0,0,226,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,halderusa.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2023-07-06,
flowmeasurementservices,Flow Measurement Services,Other,Unclassified,quote_driven,unclassified,,4022.0,,2.0,,4115249,588.0,41.0,262,0,262,0,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,flowmeasurementservices.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2023-06-30,
ambessenterprisesinc3,"Ambess Enterprises, Inc",Other,Unclassified,mixed,unclassified,,6691.0,245.0,5.0,,5847530,3969.0,70.0,631,0,0,0,631,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,ambess.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2023-06-27,WholesaleDistributionandSales
spatialgenomics3,"Spatial Genomics, Inc.",Other,Unclassified,crm_pipeline,unclassified,,1554.25,,2.0,,174279,234.0,23.0,62,0,0,62,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,spatialgenomics.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2023-06-26,
qualityflooring,Quality Flooring By Frank Milea LLC,Construction & Building,Flooring,quote_driven,llm_classification,medium,2058.0,,6.0,0.0,2489336,8560.0,57.0,1179,133,392,22,632,66,12844.24,6291.27,847719.61,6.26,4.0,539.74,416.0,636.97,417.21,265.94,2829.94,12.0,14053.58,10213.9,8.83,7.5,608.17,1377.75,476.08,306.92,5137.58,qfjax.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2023-06-26,contractor
southwestenvirotxpartnersllc,Southwest Envirotx Partners LLC,Other,Unclassified,quote_driven,unclassified,,8100.0,,5.0,,43860,505.0,56.0,956,432,524,0,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,lmbizsolutions.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2023-06-23,
hattrickdistributioninc,Hat Trick Distribution Inc,Construction & Building,Doors & Windows,mixed,llm_classification,medium,11173.0,404.0,9.0,,3022009,4565.0,48.0,2340,0,0,0,2340,66,12844.24,6291.27,847719.61,6.26,4.0,539.74,416.0,636.97,417.21,265.94,2829.94,13.0,7882.36,7082.1,4.62,4.0,361.75,63.46,397.92,157.15,1037.23,voodoolabs.co,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2023-06-22,
kinetictoolsinc,"Kinetic Tools, Inc.",Industrial,Tools/Hardware,crm_pipeline,llm_classification,medium,8694.0,343.0,7.0,,14436255,2187.0,43.0,687,0,0,687,0,44,13235.79,8126.12,582374.63,7.7,6.0,509.0,371.5,1263.32,809.02,102.5,3404.82,5.0,6199.65,7583.25,4.6,6.0,330.5,828.4,194.2,145.0,499.6,gmail.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2023-06-21,gen_service-based_bus
steerintrailersales,Steer In Trailer Sales,Food & Beverage,Craft Beer,quote_driven,llm_classification,medium,3952.8,,3.0,,21134931,6763.0,24.0,99,0,99,0,0,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,13.0,6274.6,4576.0,2.69,2.0,342.0,352.46,189.85,31.31,585.62,steerin.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2023-06-02,AutomotiveSalesorRepair
vipsupplyco,"VIP Supplyco, LLC",Industrial,Safety Supplies,mixed,manual_verification,medium,5108.0,,6.0,,2575955,1671.0,44.0,2031,0,0,0,2031,44,13235.79,8126.12,582374.63,7.7,6.0,509.0,371.5,1263.32,809.02,102.5,3404.82,1.0,5108.0,5108.0,6.0,6.0,,0.0,0.0,0.0,2031.0,vipsupplyco.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2023-04-26,
cggschmidt2,CGG Schmidt & Co,Industrial,Woodworking Tools,quote_driven,manual_verification,high,9382.6,208.0,4.0,,2033072,5809.0,70.0,3385,0,3385,0,0,44,13235.79,8126.12,582374.63,7.7,6.0,509.0,371.5,1263.32,809.02,102.5,3404.82,1.0,9382.6,9382.6,4.0,4.0,208.0,0.0,3385.0,0.0,0.0,sbsassociates.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2023-04-26,AccountingorBookkeeping
topsecretcustoms,Olympic Equipment LLC,Other,Unclassified,quote_driven,unclassified,,4989.0,,1.0,,0,2981.0,9.0,598,291,307,0,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,topsecretcustoms.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2023-04-25,GeneralProductbasedBusiness
getbold,Bold Merchandise Inc.,Consumer Goods,Apparel,quote_driven,llm_classification,medium,2058.0,,3.0,,2826447,9934.0,41.0,2391,332,455,0,1604,70,9459.47,5551.25,662162.6,6.61,5.0,403.92,366.0,552.67,547.01,212.17,3277.57,9.0,8793.39,4451.0,5.44,4.0,325.0,323.22,239.67,152.0,2005.22,getbold.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2023-04-25,
smokinggoose2,Smoking Goose,Food & Beverage,Artisan Meats/Charcuterie,crm_pipeline,manual_verification,high,6272.0,,4.0,,6751903,2178.0,36.0,3324,0,0,212,3112,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,1.0,6272.0,6272.0,4.0,4.0,,0.0,0.0,212.0,3112.0,smokinggoose.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2023-04-24,Manufacturing
saveonlaser,Save On Laser Ltd.,Technology,Printer Supplies/Toner,quote_driven,manual_verification,high,3872.0,,5.0,,702010,3771.0,57.0,2965,0,2965,0,0,21,21170.08,7220.0,444571.62,10.1,5.0,1088.5,385.5,34.29,1004.1,241.38,2319.62,1.0,3872.0,3872.0,5.0,5.0,,0.0,2965.0,0.0,0.0,saveonlaser.ca,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2023-04-21,
aplpg3,All Propane LPG,Other,Unclassified,quote_driven,unclassified,,3897.0,,2.0,,5578344,1538.0,45.0,92,0,92,0,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,aplpg.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2023-04-19,WholesaleDistributionandSales
cumsausa,"CUMSA USA, LLC",Other,Unclassified,mixed,unclassified,,1656.0,,2.0,,596572,2339.0,55.0,1055,0,0,0,1055,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,cumsausa.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2023-04-14,
vintagemakesllc,"Vintage Makers, LLC",Food & Beverage,Wine,transactional,llm_classification,medium,14379.0,378.0,6.0,,2753209,3512.0,73.0,2373,539,0,67,1767,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,7.0,4562.69,2401.0,3.86,3.0,378.0,236.0,0.0,10.71,748.0,vintagemakers.com,"Founded 1994 (first store). Hudson, NH (15 Park Ave). All products built in-house in New Hampshire shop. Custom residential/retail wine cellar design, manufacturing, installation since 1994. Website: vintagemakers.com.","Custom wine cellar components (all built in-house): entry doors, cabinets, humidors, wine racking. Custom home bars. Wine cellar construction/installation services. Residential/retail wine cellar solutions.","Very High - 30+ years wine cellar expertise (since 1994), in-house manufacturing (entry doors/cabinets/humidors/racking), custom wine cellar design/installation, custom home bar construction, residential/retail wine cellar specialization, Hudson NH shop operations, humidor engineering, wine storage solutions.",Manufacturing (MWD),,2023-04-08,WholesaleDistributionandSales
kearfabrication,Kear Fabrication Inc,Construction & Building,Doors & Windows,quote_driven,llm_classification,medium,13603.0,494.0,10.0,0.0,4414808,896.0,45.0,2328,0,904,198,1226,66,12844.24,6291.27,847719.61,6.26,4.0,539.74,416.0,636.97,417.21,265.94,2829.94,13.0,7882.36,7082.1,4.62,4.0,361.75,63.46,397.92,157.15,1037.23,kearmfg.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2023-04-03,Manufacturing
tripdrip,Trip Drip,Consumer Goods,Hemp/Cannabis Products,transactional,manual_verification,high,8016.0,,5.0,,4742790,5638.0,45.0,14027,1724,95,0,12208,70,9459.47,5551.25,662162.6,6.61,5.0,403.92,366.0,552.67,547.01,212.17,3277.57,1.0,8016.0,8016.0,5.0,5.0,,1724.0,95.0,0.0,12208.0,trip-drip.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2023-04-03,
elysianlabsllc3,Elysian Labs LLC,Healthcare & Medical,Lab Equipment,transactional,llm_classification,medium,13240.5,398.0,8.0,,33051,4038.0,36.0,108,108,0,0,0,32,20200.82,8934.0,646426.27,7.09,6.0,482.4,398.0,649.19,648.25,50.34,6096.09,7.0,8362.21,8860.0,6.86,6.0,390.5,426.57,93.29,8.0,1695.14,elysianlabs.co,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2023-03-23,
