Account Name,Cancellation Reason,Cancellation Reason Other,Tenure_Months,Last Invoice $,Employees,Customers,Sign Up Date,Cancellation Date
mgpackaging,Other - please specify,He will create another account in a couple of days but wanted to cancel this right now,0.7,98.0,10.0,1341.0,2020-08-26,2020-09-15
ContractFurniture,Other - please specify,I did not upload data correctly and therefore cannot use our account as intended.  I also need to delete our QB Online account and start again.  Maybe I can try again with Method when having a chance to setup properly.  Guidance with setup steps for implementation would definitely help.,0.7,98.0,0.0,3109.0,2020-12-14,2021-01-05
PPE2760389,Other - please specify,,1.2,98.0,0.0,3.0,2020-09-13,2020-10-19
sagesupplyinc,Other - please specify,Our company is too small at this time to implement a crm across the board. ,9.1,98.0,12.0,434.0,2019-01-11,2019-10-16
acc87024,Non-payment,,1.9,98.0,0.0,0.0,2020-09-07,2020-11-05
zephyr,Other - please specify,,0.5,98.0,2.0,410.0,2021-03-11,2021-03-26
firstprintmsdnbhd2,Non-payment,,1.4,98.0,4.0,560.0,2022-12-06,2023-01-18
Raquel,Due to economic reasons,Raquel was fired from the organization.Administrator (who was not using the CRM) is cancelling and requesting a refund.,1.8,98.0,14.0,312.0,2021-03-11,2021-05-05
leskoparkandleisurehomes,Non-payment,,1.9,98.0,0.0,22.0,2021-08-18,2021-10-15
permarkinc,Other - please specify,"Churn Exception Reason: 
Duplicate Account
Other Account:
printicsincCo1",0.6,98.0,0.0,10.0,2022-10-31,2022-11-17
thepicklejuicecompanyptyltd,,Do not require att his time,3.4,98.0,0.0,180.0,2017-11-18,2018-03-01
customductmanufacturing,"Failure to adopt, train, and engage CRM users",Never used,11.7,98.0,6.0,82.0,2024-08-23,2025-08-13
coffeesleeves,Non-payment,,1.3,98.0,4.0,2637.0,2025-08-29,2025-10-09
dolcecacau,Non-payment,,1.4,98.0,0.0,1.0,2024-03-30,2024-05-11
lumigraf,Integration Gap,"Integration with Outlook was poor. We use a shared mailbox, and the plugin wasn’t working. So, not having the information readily available in Outlook was a pain;
Secondly, reporting wasn’t great. When I tried to pull reports of opportunities “out of the box,” it was hard to get clear information. I had to rename groups and number them to improve my opportunities by stage.",4.3,98.0,3.0,164.0,2024-12-26,2025-05-06
dandtlogistics,Non-payment,,1.4,98.0,0.0,313.0,2024-12-30,2025-02-11
artkuisine,Non-payment,,1.4,98.0,0.0,318.0,2024-12-31,2025-02-12
marinatech,Non-payment,,1.4,98.0,23.0,3694.0,2025-01-01,2025-02-13
vettrends,Non-payment,,1.4,98.0,0.0,0.0,2025-07-15,2025-08-27
kgyoka,Non-payment,,1.4,98.0,0.0,16.0,2024-09-17,2024-10-30
mscarita,Non-payment,,1.4,98.0,31.0,1992.0,2025-03-07,2025-04-19
mogselections3,Non-payment,,4.5,98.0,6.0,1408.0,2025-08-05,2025-12-19
infinitytrailerparts2,Other - please specify,not what we were exactly looking for.,0.8,98.0,1.0,313.0,2025-08-09,2025-09-01
paradoxlab,Non-payment,,1.4,98.0,0.0,14.0,2025-08-21,2025-10-02
powerplastics2,Non-payment,,1.6,98.0,17.0,2433.0,2024-05-13,2024-07-01
eulo,Other - please specify,,1.0,98.0,0.0,7.0,2025-09-18,2025-10-18
nineteenlimited,Other - please specify,we are not at a stage where we can proceed and are looking into other options and how the software will be used and by whom,0.5,98.0,11.0,365.0,2025-03-20,2025-04-04
elevatedmetalscorp,Other - please specify,"Churn Exception Reason: 
Duplicate Account
Other Account:
elevatedmetalscorp2",0.9,98.0,57.0,863.0,2025-01-28,2025-02-24
phenomenaltees,Other - please specify,"Conversion Exception Reason: 
Syncd Wrong File / Test File
Other Account:
phenomenaltees2",0.0,98.0,0.0,0.0,2025-01-29,2025-01-29
avoltinc,Non-payment,,1.3,98.0,0.0,166.0,2025-01-31,2025-03-11
haywirellc2,Non-payment,,1.4,98.0,0.0,0.0,2025-10-09,2025-11-20
mw2,Non-payment,,1.4,98.0,0.0,2.0,2024-10-15,2024-11-26
totalbinsincllc,Non-payment,,1.4,98.0,0.0,5.0,2025-04-26,2025-06-07
allehermansholdingsinc,Other - please specify,,0.2,98.0,7.0,1156.0,2025-01-31,2025-02-07
qriosanet,Non-payment,,1.4,98.0,2.0,2663.0,2025-02-18,2025-04-02
swagwear,Non-payment,,1.3,98.0,0.0,1073.0,2025-02-02,2025-03-14
suretywatersolutions5,Other - please specify,There are too many add ons we're required to purchase in order to get a basic functioning CRM. Other CRMs like Insightly automatically include the project management tools we need in their base price.,1.5,98.0,1.0,60.0,2025-10-27,2025-12-12
kafietradingcompanyllc,Non-payment,,1.4,98.0,8.0,922.0,2024-04-07,2024-05-19
applethreadcompanypvtltd,Non-payment,,1.3,98.0,0.0,1.0,2025-02-07,2025-03-19
fairestcapeteacompany,Other - please specify,Douglas mentioned his business is small now and the CRM is too expensive,0.5,98.0,0.0,6.0,2025-06-30,2025-07-16
decopanels2,Non-payment,,3.1,98.0,0.0,154.0,2025-07-03,2025-10-05
theautomotivegroup,Non-payment,,1.6,98.0,3.0,3211.0,2024-06-24,2024-08-13
kafie1901cigars2,Feature Gap,"The customer finds the Opportunities feature in Method CRM cumbersome and not user-friendly, especially since they lack an in-house sales team to delegate tasks. The repetitive workflow of creating opportunities, navigating to activities, manually entering conversation summaries, and setting follow-ups is seen as time-consuming and counterproductive, leading them to prefer managing their family business using an iPhone calendar.

While they acknowledged that the catalogs we were going to install could have added value, the primary reason for their cancellation is the burdensome process of managing conversations and follow-ups within the CRM.",0.3,98.0,7.0,933.0,2024-08-28,2024-09-06
specialtyclubcorp,Non-payment,,1.4,98.0,8.0,146.0,2025-04-09,2025-05-21
vacachips,Using QuickBooks Only (no other app),dont need the software,1.0,98.0,0.0,31.0,2025-06-02,2025-07-01
ashs2ndchancebling,Non-payment,,1.4,98.0,0.0,891.0,2024-08-26,2024-10-07
xenonmkt,Other - please specify,Will create a new account and connect it with QBDT,0.5,98.0,0.0,253.0,2024-08-07,2024-08-23
convenientcocktailco,Non-payment,,1.4,98.0,10.0,85.0,2025-06-03,2025-07-15
marmaexpress,Non-payment,,1.4,98.0,0.0,27.0,2024-08-02,2024-09-14
aahubarahusainc,Non-payment,,1.6,98.0,8.0,2175.0,2024-06-26,2024-08-15
newkopolymers,Non-payment,,1.4,98.0,0.0,568.0,2024-08-26,2024-10-07
sudochementerprisesltd,Non-payment,,1.4,98.0,1.0,42.0,2025-06-08,2025-07-20
esdmail,Non-payment,,1.4,98.0,0.0,83.0,2025-03-30,2025-05-11
monotrac,Non-payment,,1.4,98.0,15.0,1027.0,2024-12-06,2025-01-18
jepsolutionsgmd,Using QuickBooks Only (no other app),don' need it,7.7,98.0,0.0,106.0,2024-10-10,2025-05-31
mogselections2,Non-payment,,1.4,98.0,6.0,1272.0,2025-06-13,2025-07-27
equinoxvalleynursery,Other - please specify,We are not interested. Please stop contacting us,0.9,98.0,0.0,2.0,2025-04-14,2025-05-12
pennywisefuel,Non-payment,,1.4,98.0,0.0,11538.0,2025-03-24,2025-05-05
tpicncinc,Non-payment,,1.4,98.0,5.0,135.0,2024-12-16,2025-01-28
vainfoods2,Other - please specify,Just don't need this tool anymore. Too expensive for my small business. Thanks,7.9,98.0,0.0,1138.0,2025-04-08,2025-12-03
nationalbestfoods,Other - please specify,,0.6,98.0,13.0,663.0,2025-04-24,2025-05-11
ertroubleshootingservicesllc,"Failure to adopt, train, and engage CRM users",I am one man operation. I hired Zaki   to help me out but unfortunately he is no longer working with me. i don't have time to learn all of that.,7.5,98.0,13.0,1036.0,2024-06-28,2025-02-12
Torpey1,Not using their Method Account,"Harsh is reaching out.Customer has intiated a chargeback, reinstatement fee to be applied to this account if they return.",17.7,96.0,3.0,1448.0,2021-02-18,2022-08-10
levantaraimports,"Failure to adopt, train, and engage CRM users",Not using the subscription enough.,12.0,96.0,3.0,637.0,2023-05-10,2024-05-08
GTwoiTest,Pre-sale trial account,,2.1,96.0,5.0,66.0,2013-11-07,2014-01-09
newdayproductscorp,Other - please specify,"""We have decided to go away from Method and have migrated directly to quickbooks in a Citrix environment.
Please cancel this subscription.""",8.7,96.0,2.0,328.0,2012-11-08,2013-08-01
eckroatseedco,Feature Gap,Email marketing system and QB integration not robust enough for our needs.,0.2,96.0,18.0,4114.0,2024-08-09,2024-08-16
latsons,Non-payment,,13.0,96.0,12.0,1124.0,2020-12-21,2022-01-20
enzoneptyltdtageneratorking,Non-payment,,45.0,96.0,0.0,77468.0,2021-10-06,2025-07-06
ELUM,Feature Gap,will not do what he wants,3.5,96.0,10.0,1387.0,2015-02-25,2015-06-11
Bins,Difficult Workflows / Workflow Challenges,,5.0,96.0,1.0,827.0,2014-01-22,2014-06-23
trinitysolar3,No longer using QuickBooks,We are no longer using QuickBooks.,19.4,96.0,4769.0,120855.0,2023-08-15,2025-03-28
stempfCo2,Difficult Workflows / Workflow Challenges,"Didnt work well for us. Im not sure if is why but I have been instructed to close it so we dont get charge again. Thank you, Jenny",35.4,96.0,9.0,2722.0,2021-01-08,2023-12-22
mcsfl,Using another CRM Product,Got funded for a new program: littlegreenlight and apart from donation they were looking for fun raising programs.,34.0,96.0,200.0,1019.0,2020-10-16,2023-08-16
GorillaBuckInc,,"system didn't meet his needs. He wasn't happy with the system interruptions and has replaced Method,",44.8,95.0,2.0,67.0,2011-03-30,2014-12-22
innersensebeauty,Other - please specify,"Interface with Quickbooks  is not user friendly. Weak CRM, we simply do not have the bandwidth required to make this program to work for us.
",18.0,95.0,4.0,498.0,2017-07-31,2019-01-30
ArturoArrea,Non-payment,No response to hold,42.9,95.0,0.0,0.0,2011-02-25,2014-09-24
MerrittCommunicationsInc,,Switched CRM's due to method's lack of CRM options however the integration to quickbooks is much superior.. We just needed better CRM info and speed.,29.1,95.0,12.0,3239.0,2011-06-03,2013-11-04
geomagworldusainc,,no longer required,9.0,94.5,0.0,942.0,2017-03-13,2017-12-13
goodbyecyclellc,Not using their Method Account,Did not marry well with our business structure.,28.7,93.0,7.0,2400.0,2018-08-08,2020-12-29
primelabsolutions,Other - please specify,we have moved to different crm,6.4,92.0,0.0,151.0,2025-06-23,2026-01-04
endurequestcorporation,Non-payment,,67.0,92.0,76.0,535.0,2017-07-11,2023-02-09
Itechgroup,,"Lack of 3rd party integrations.    We want to see improvements on the software, but never hear of anything new.",22.0,92.0,4.0,85728.0,2015-01-09,2016-11-08
allsouthflooringllc,No longer using QuickBooks,We changed our ERP system from Quick Books to another system.  The new ERP system had a built in CRM program.,62.1,92.0,8.0,1768.0,2017-05-08,2022-07-11
mommagoose1,Not using their Method Account,Did not work for us,58.1,92.0,1.0,1587.0,2017-04-22,2022-02-23
neuralynx,Sold Business / Closing Company,Moved to a new CRM after company was purchased.,66.2,92.0,21.0,2059.0,2019-02-12,2024-08-19
goldenstatewine,Other - please specify,We are going to be changing from QuickBooks to another platform,23.1,92.0,25.0,3140.0,2017-06-06,2019-05-09
matsudaeyewear,Other - please specify,Non-Payment,13.0,92.0,2.0,413.0,2017-06-09,2018-07-09
thegranitesportsCo1,Non-payment,,1.6,91.0,0.0,3.0,2021-03-25,2021-05-13
unifiedvapedistributioninc,Other - please specify,"The access from my quickbooks login does not even work and never has.  Our sales manager cannot cancel it from his access page. """"",5.2,90.0,7.0,1563.0,2017-01-06,2017-06-12
optilumen,Non-payment,,96.9,90.0,30.0,8168.0,2016-02-26,2024-03-26
graniterecyclersaustin,,Cost is too high for the amount we are using CRM.,3.0,90.0,2.0,110.0,2017-01-17,2017-04-19
ggx,,developer issues,23.5,90.0,0.0,80.0,2016-04-26,2018-04-11
bulldogconcretetoolsllc,Non-payment,,4.0,90.0,0.0,1.0,2016-09-08,2017-01-09
saintlawrencespirits,,Using industry specific CRM,3.9,90.0,0.0,110.0,2016-11-10,2017-03-08
crossengineeringllc,,My principal reason for going with Method was because we were using QuickBooks.  Although I found Method to be cumbersome I felt that the integration with QB was most valuable.  I recently changed financial software and wanted a CRM that was built to better accommodate our other software systems.,5.0,90.0,3.0,623.0,2016-12-14,2017-05-15
eyeenvy,,Too many sync issues with QB and taking payments,4.8,90.0,6.0,28636.0,2017-01-11,2017-06-06
ixl,Non-payment,,41.0,90.0,7.0,832.0,2016-03-18,2019-08-18
kingice,Other - please specify,"No longer wants the account, thought it was cancelled a while ago. Has not been using it. ",21.9,90.0,68.0,516.0,2017-05-01,2019-02-26
solti,,Other,2.0,90.0,18.0,310.0,2016-08-30,2016-10-31
coitandhewes,Other - please specify,Not using,40.7,90.0,11.0,478.0,2016-01-11,2019-06-04
houstonhydraulic,,Great product but not sure if it is the right fit for our small business and where we are at right now.  Thank you.,7.0,90.0,16.0,5352.0,2016-08-25,2017-03-27
barriertechnologies,,does not work as expected,6.2,90.0,18.0,3076.0,2016-06-08,2016-12-14
novolighting,,Don't use as much as we anticipated. The cost per user for our small business is a little high & we need to cut some costs. Possibly down the road would use again ,5.1,90.0,1.0,185.0,2016-01-19,2016-06-22
gtc,Signing up for new Method account,,2.0,90.0,12.0,418.0,2016-08-20,2016-10-19
acmevial,Other - please specify,The program seems good we're just not using it so the cost/benefit isn't there,29.2,90.0,14.0,1009.0,2016-05-05,2018-10-11
leddirect1,,just didnt use as much as I thought I would,2.0,90.0,0.0,77.0,2017-01-17,2017-03-20
geneticinnovations,,too complicated & cumbersome,3.6,90.0,0.0,382.0,2016-04-01,2016-07-21
dynvision,Other - please specify,"never used it, would like to cancel.",26.0,90.0,5.0,85.0,2017-05-03,2019-07-03
percheronplasticinc,,Method was missing the following features,2.0,90.0,1.0,1220.0,2016-11-03,2017-01-03
havana,Other - please specify,Dont need it,20.8,90.0,7.0,77.0,2017-03-08,2018-12-01
bradleyswatersystemsltd,Non-payment,,5.0,90.0,3.0,3540.0,2016-02-29,2016-07-29
voxeldentalsolutions,,We never used the program,6.2,90.0,0.0,32.0,2016-11-13,2017-05-22
atlasscreensupply1,Other - please specify,Signed up for new account - atlasscreensupply2,1.6,90.0,12.0,20243.0,2016-11-22,2017-01-09
skullduggery,,We used with a new sale manager we hired for a few months and we just couldn't justify. Thanks.,3.1,90.0,20.0,1375.0,2017-02-22,2017-05-26
swellshadesllc,Tech Issue - Applications & Sync,"Technical issues, not a good fit for business.",8.3,90.0,0.0,3179.0,2016-06-18,2017-02-27
donabelashreds,,Doesn't work with our sales operations/shipping primarily.,9.0,90.0,14.0,1361.0,2016-12-06,2017-09-06
freightcosolutions,Other - please specify,Moving forward with a different solution,4.4,90.0,0.0,3.0,2016-11-14,2017-03-28
arrowflowsolutionsllc,,Other,1.4,90.0,0.0,14.0,2017-03-08,2017-04-21
rcquartermaster,Other - please specify,Was not what we were looking for,0.6,89.0,11.0,183.0,2025-06-30,2025-07-18
anti3protectseries,,You didnt let us down. We jsut really didnt need it. ,4.1,89.0,4.0,82.0,2017-12-07,2018-04-11
yourhomesolutioncorp,Non-payment,,1.9,89.0,0.0,28.0,2022-05-13,2022-07-10
risingwinedomains2,Using another CRM Product,Didn't find this as useful as we had hoped.  Moved to Squarespace and Quickbooks for CRM,13.3,89.0,1.0,1178.0,2024-01-08,2025-02-16
cimentartflorida,Other - please specify,our workflow requires invoices out before payment and so lead is auto customer etc,4.7,89.0,8.0,3463.0,2025-07-28,2025-12-19
nutrahealthinc,Non-payment,,33.0,89.0,1.0,7985.0,2019-04-24,2022-01-24
mojoeducation,Difficult Workflows / Workflow Challenges,"Constant flagging of emails, no true support...total disappointment",13.6,89.0,0.0,18856.0,2024-03-25,2025-05-13
zephyr2,Non-payment,,1.9,89.0,2.0,463.0,2021-09-07,2021-11-05
foreverpurecorporation2,Non-payment,,1.3,89.0,0.0,8.0,2021-09-16,2021-10-26
FernValleySoap,Other - please specify,,0.7,89.0,3.0,536.0,2021-04-08,2021-04-30
lwcopytest,Non-payment,,1.4,89.0,0.0,1.0,2025-04-17,2025-05-30
fatboyproductsllc,Other - please specify,We do not need the CRM anymore as our business has changed.,7.0,89.0,0.0,686.0,2018-05-01,2018-11-29
turtlesandteesCo1,Non-payment,,1.9,89.0,0.0,1634.0,2020-12-01,2021-01-29
sfchocolate,Duplicate Account,Churn Exception Reason: Duplicate AccountOther Account:sfchocolate2,36.9,89.0,8.0,2550.0,2019-07-29,2022-08-26
