Account,SKU_Count,Avg_Delimiter_Count,Avg_Char_Length,Avg_Word_Count,Pct_With_SKU_Codes,Pct_With_Specs,Pct_With_Brand_Prefix,Pct_Service_Items,Pct_Inventory_Items,Pct_NonInventory_Items,Pct_Fee_Items,Primary_Business_Type,Catalog_Complexity_Score,Complexity_Tier,Sample_Products,SKU_Tier
wallbedsnmore,50,1.56,19.4,2.1,2.0,0.0,100.0,30.0,0.0,70.0,0.0,NonInventory-Based (Digital/Services),29.7,Simple,"Services:LOI, Services:Discount, Services:VS1.0",21-50 (Standard)
mitralsolution,50,1.74,49.9,5.6,72.0,0.0,96.0,2.0,94.0,4.0,0.0,Inventory-Based (Physical Products),40.8,Standard,"Consultation & gestion de projet:Honoraire d'ingénierie (supprimé), Consultation & gestion de projet:Ing#2 - Antoine (prix #1), Consultation & gestion de projet:Ing#1 - Xavier",21-50 (Standard)
flagguard,3,0.0,8.3,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,Service-Based,0.2,Ultra-Simple,"FlagGuard, Shipping, Services",1-5 (Ultra-Simple)
kennebeccabinetry,31,0.45,17.8,2.0,9.7,3.2,41.9,32.3,9.7,51.6,0.0,NonInventory-Based (Digital/Services),13.6,Ultra-Simple,"Cabinetry:Other rooms; millwork, Cabinetry:Kitchen, Cabinetry:Delivery Charge",21-50 (Standard)
vacairindustries,50,0.12,7.1,1.3,20.0,6.0,0.0,2.0,62.0,36.0,2.0,Product-Based (Mixed Inventory),8.4,Ultra-Simple,"TK-20, TK-14, TWC-20",21-50 (Standard)
adaptersplusinc2,50,0.12,12.3,1.1,96.0,0.0,0.0,6.0,0.0,86.0,0.0,NonInventory-Based (Digital/Services),19.2,Ultra-Simple,"SHIPPING, 4-35059-0001-2, PA-DSO-1803TH-SOF-D420-18",21-50 (Standard)
experthosiery,50,0.0,10.0,1.2,36.0,0.0,0.0,8.0,90.0,2.0,0.0,Inventory-Based (Physical Products),9.4,Ultra-Simple,"Shipping, FT-391, FT-691",21-50 (Standard)
golfinvite2,50,1.68,37.7,4.0,56.0,4.0,70.0,8.0,0.0,92.0,2.0,NonInventory-Based (Digital/Services),34.5,Simple,"Shipping, Merchandise:Apparel, Insurance Sales:HIO Packages:HIO HAWAII",21-50 (Standard)
vintedgewinery,32,0.88,26.5,3.2,81.2,0.0,71.9,84.4,0.0,0.0,6.2,Service-Based,31.4,Simple,"WAREHOUSE STORAGE:Over-Vintage Barrel Storage, BOTTLING, CUSTOM CRUSH:Custom Crush Fees - Red",21-50 (Standard)
southgateprocessequipmentinc,50,0.12,10.8,1.6,4.0,0.0,6.0,10.0,4.0,86.0,6.0,NonInventory-Based (Digital/Services),6.3,Ultra-Simple,"Standard Xchange, Freight, ITT Standard",21-50 (Standard)
rainwatermanagmentsolutions,50,1.0,22.3,2.2,90.0,0.0,80.0,6.0,70.0,4.0,0.0,Product-Based (Mixed Inventory),36.2,Simple,"FREIGHT OUT, SPECIAL ORDER ITEM, VORTEX FILTER:WF 1011",21-50 (Standard)
pneumaticplus,50,0.34,12.7,1.4,68.0,6.0,2.0,0.0,88.0,0.0,0.0,Inventory-Based (Physical Products),17.4,Ultra-Simple,"Amazon.com Shipping Income, PN15 1/4 1/8, U14BK100FT",21-50 (Standard)
fullcirclesolutionsllc,50,1.02,43.4,7.8,4.0,8.0,98.0,6.0,0.0,94.0,0.0,NonInventory-Based (Digital/Services),26.9,Simple,"Pallet:Heaven Hill - 48 x 40 5/8"" New GMA Pallet, Pallet:Kruger - 48 x 40 A Grade Recycled Heat Treated Pallet, Pallet:Kruger 48x40 non Ht #1 Pallets",21-50 (Standard)
chefschoicelv,50,2.78,40.6,1.8,98.0,4.0,96.0,0.0,100.0,0.0,0.0,Inventory-Based (Physical Products),52.0,Standard,"CHEESE:ITALY:BUFFALO:01-BU-20CS-I-TD, CHEESE:ITALY:COW:01-CW-PRQT18-I-CT, CHEESE:DOMESTIC:COW:01-CW-BR4O-D-GC",21-50 (Standard)
carolinalightinggroup,50,0.1,30.1,4.3,76.0,0.0,0.0,0.0,100.0,0.0,0.0,Inventory-Based (Physical Products),16.1,Ultra-Simple,"U-LENS-T3, Accessories - U-MH-HALM/L-6A-BRONZE, Accessories - U-MH-HALM/L-SF-BRONZE",21-50 (Standard)
deccanfoods4,50,2.28,21.5,1.1,36.0,56.0,90.0,0.0,92.0,4.0,0.0,Inventory-Based (Physical Products),43.7,Standard,"Subtotal, Rice:Deccan:20lbs*2:1015, Shipping",21-50 (Standard)
fivehundredandfiftyfivedistribution,50,0.6,29.5,4.4,10.0,2.0,56.0,2.0,98.0,0.0,0.0,Inventory-Based (Physical Products),18.1,Ultra-Simple,"Accounting:Shipping, submit:Submit Gold Display, White 100 Cap (deleted)",21-50 (Standard)
theatticdepot2,50,0.96,37.9,4.4,0.0,2.0,96.0,8.0,74.0,18.0,0.0,Inventory-Based (Physical Products),25.0,Simple,"Solar Products:30-Watt Solar Attic Fan, Insulators:Standard Insulator, Insulators:Standard Insulator - Old (deleted)",21-50 (Standard)
betterbuychairsinc,50,1.52,47.2,5.1,26.0,0.0,82.0,12.0,6.0,82.0,0.0,NonInventory-Based (Digital/Services),30.3,Simple,"Freight, BBC, Custom Request",21-50 (Standard)
montanamixers,34,0.09,22.7,4.3,82.4,17.6,0.0,14.7,67.6,17.6,0.0,Product-Based (Mixed Inventory),17.4,Ultra-Simple,"Services, Onsite Startup and Training, PC 3004 VARIO",21-50 (Standard)
vogona,50,0.1,12.3,1.9,32.0,0.0,2.0,10.0,86.0,0.0,0.0,Inventory-Based (Physical Products),9.8,Ultra-Simple,"S&H, BCH 011, ABD 210",21-50 (Standard)
treatmenttechnology,50,0.84,22.5,2.8,6.0,0.0,58.0,30.0,52.0,0.0,4.0,Hybrid (Mixed),19.2,Ultra-Simple,"XHDC:XHDC, CP:55, Bleach:Bleach 10%:Bulk-10 Bleach",21-50 (Standard)
duecksmechanicalinc,50,0.0,9.2,1.1,44.0,0.0,0.0,30.0,0.0,54.0,2.0,NonInventory-Based (Digital/Services),10.6,Ultra-Simple,"SUB, CHARGE, FREIGHT",21-50 (Standard)
randolphpaper2,50,0.0,7.7,1.0,94.0,0.0,0.0,10.0,82.0,0.0,2.0,Inventory-Based (Physical Products),18.1,Ultra-Simple,"SURCHARGE, DISCOUNT, CHAX",21-50 (Standard)
carlsondockandbarge,50,0.68,20.1,2.4,0.0,0.0,44.0,54.0,32.0,0.0,2.0,Service-Based,15.1,Ultra-Simple,"Lift Removal, Labor, Dock Removal",21-50 (Standard)
fishfoodies,50,1.12,34.6,4.2,98.0,4.0,98.0,2.0,68.0,30.0,0.0,Product-Based (Mixed Inventory),41.3,Standard,"Services, FRESH FISH:TUNA LOIN #1-1 (deleted), FRESH FISH:SALMON FILET-1 (deleted)",21-50 (Standard)
davantllc,50,0.2,18.8,1.7,90.0,0.0,0.0,0.0,0.0,98.0,0.0,NonInventory-Based (Digital/Services),18.8,Ultra-Simple,"Freight, MW-M42114110634-CSS, MW-M42112150434-CSS",21-50 (Standard)
hexcoreofamerica,38,0.03,14.3,2.3,73.7,2.6,2.6,10.5,52.6,23.7,0.0,Product-Based (Mixed Inventory),14.9,Ultra-Simple,"Shipping - Domestic, DIAB End Cap 22x21x1"", Shipping",21-50 (Standard)
highaltitudemanufacturingglobalinc,50,0.54,18.6,2.3,50.0,0.0,52.0,38.0,2.0,60.0,4.0,NonInventory-Based (Digital/Services),22.9,Simple,"315-4410-01 Rev 5, Machined Parts:5157, Machined Parts:5154",21-50 (Standard)
egeproducts,50,0.82,27.0,3.1,2.0,0.0,80.0,8.0,64.0,2.0,0.0,Product-Based (Mixed Inventory),21.8,Simple,"Biodiesel, Adjuvant Products:Padlock PLUS, Discount",21-50 (Standard)
dddirect,15,1.4,41.3,6.0,0.0,6.7,93.3,6.7,93.3,0.0,0.0,Inventory-Based (Physical Products),25.2,Simple,"EM Seal:EM SEAL 1/2 Expanded AST HI Acrylic 30  Ft. Roll, Edge Strip:12' Edge Strip Tropical Brown, Sample:Installer Tools",6-20 (Simple)
sherbistone,50,1.04,27.4,3.4,64.0,34.0,92.0,4.0,58.0,38.0,4.0,Product-Based (Mixed Inventory),37.7,Simple,"SERVICE:TAXI, Sinks:Bathroom sink 18X13, Sinks:Kitchen 50/50 Mars 137",21-50 (Standard)
puzzlesthatrock,50,0.0,15.4,2.3,2.0,0.0,0.0,4.0,94.0,2.0,0.0,Inventory-Based (Physical Products),4.3,Ultra-Simple,"Shipping, BG (deleted), MR Michigan Rocks",21-50 (Standard)
jentschcompany,17,0.0,7.4,1.1,0.0,0.0,0.0,94.1,0.0,5.9,5.9,Service-Based,1.4,Ultra-Simple,"J-5000, J-5010, J-5040",6-20 (Simple)
kerrywilkensinc,50,0.28,18.4,2.9,68.0,0.0,14.0,36.0,0.0,64.0,0.0,NonInventory-Based (Digital/Services),18.2,Ultra-Simple,"BAIT SHOP:26 - BAIT, 19 - FISHING SUPPLIES, 17 - ICE/WATER/PRE-PACKED FOOD",21-50 (Standard)
publicmetal,50,0.0,11.9,1.7,8.0,0.0,0.0,38.0,50.0,2.0,0.0,Hybrid (Mixed),5.2,Ultra-Simple,"Overhead Costs, Shop Supplies, PM",21-50 (Standard)
sonomachampagnesabres,50,0.22,28.2,4.1,10.0,0.0,20.0,14.0,40.0,46.0,0.0,Product-Based (Mixed Inventory),10.0,Ultra-Simple,"Shopify Shipping Item, Shopify Sales Item, SP-14",21-50 (Standard)
summitlaboratories2,50,0.86,31.7,3.7,44.0,12.0,82.0,14.0,42.0,0.0,2.0,Product-Based (Mixed Inventory),29.8,Simple,"Service Contract - Monthly, Finished Chemicals:F-290 (05-gal pail), Project Revenue",21-50 (Standard)
summitflooring,50,1.72,28.0,2.7,6.0,2.0,34.0,12.0,2.0,82.0,0.0,NonInventory-Based (Digital/Services),21.7,Simple,"Freight-Import, Warehousing, Special Order Materials",21-50 (Standard)
raicescubanascigarsusainc2,50,0.92,8.9,1.0,6.0,0.0,0.0,0.0,92.0,0.0,0.0,Inventory-Based (Physical Products),11.0,Ultra-Simple,"1100:1102, 1000:1002, 1200:1202",21-50 (Standard)
ozenairtechnology2,50,0.0,12.9,1.0,94.0,0.0,0.0,0.0,68.0,0.0,2.0,Product-Based (Mixed Inventory),18.1,Ultra-Simple,"Shipping Cost, Subtotal, UST2010300010",21-50 (Standard)
aromaticfragrancetechnologies,50,1.0,17.7,1.1,96.0,0.0,96.0,4.0,2.0,94.0,0.0,NonInventory-Based (Digital/Services),39.5,Simple,"Fragrance:Thornell Concentrate:1396734, Fragrance:Thornell Concentrate:1390333, Fragrance:1439778",21-50 (Standard)
fortyeightbarriers,50,0.0,7.0,1.1,52.0,0.0,0.0,14.0,2.0,84.0,0.0,NonInventory-Based (Digital/Services),11.8,Ultra-Simple,"Shipping FB, 123-5, 123-10",21-50 (Standard)
luxurydistributiongroup,1,0.0,8.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,Service-Based,0.1,Ultra-Simple,Services,1-5 (Ultra-Simple)
rexdistributioninc,50,0.94,34.7,4.8,4.0,28.0,90.0,54.0,0.0,46.0,0.0,Service-Based,27.2,Simple,"Tweak:Tweak Masala Chai Low Sugar, Tweak:Cardamom Chai Unsweetened, Tweak:Karak Chai Low Sugar",21-50 (Standard)
hisigns,50,0.46,16.0,2.1,20.0,2.0,12.0,46.0,0.0,54.0,2.0,NonInventory-Based (Digital/Services),12.1,Ultra-Simple,"Shipping, TSR:1. Design:PSU, Interior Wayfinding",21-50 (Standard)
edreedcompany,50,0.0,14.2,2.2,72.0,0.0,0.0,2.0,58.0,22.0,0.0,Product-Based (Mixed Inventory),14.8,Ultra-Simple,"FRT Charges, EQFRTRC, ERCCHECK",21-50 (Standard)
mjjdassociatesllc,50,0.48,25.9,3.6,12.0,0.0,34.0,46.0,18.0,36.0,14.0,Hybrid (Mixed),14.1,Ultra-Simple,"Sales, Freight, Services",21-50 (Standard)
davinciandtesla,42,0.29,22.8,3.4,83.3,7.1,14.3,11.9,0.0,88.1,2.4,NonInventory-Based (Digital/Services),20.6,Simple,"SCREENING - Wire Mesh, CRUSHER PARTS, Freight",21-50 (Standard)
genesismachineandfabricationinc,50,0.12,10.8,1.5,8.0,0.0,8.0,52.0,0.0,48.0,2.0,Service-Based,7.2,Ultra-Simple,"Misc Part, CrewHand, Fuel Surcharge",21-50 (Standard)
bieldentalcabinetsrebielcompanyinc,50,0.96,15.6,1.2,48.0,2.0,88.0,20.0,0.0,80.0,0.0,NonInventory-Based (Digital/Services),31.0,Simple,"Deposit, Custom:Custom Cab, Cabinet:B-FIN-END",21-50 (Standard)
bituox,50,0.58,21.9,3.1,78.0,32.0,10.0,8.0,16.0,76.0,2.0,NonInventory-Based (Digital/Services),24.3,Simple,"PAYPAL FEE, Shipping, Shipping Cost",21-50 (Standard)
chalmersford,50,0.84,28.1,3.4,74.0,4.0,2.0,6.0,82.0,12.0,0.0,Inventory-Based (Physical Products),21.4,Simple,"Labor NM, Shipping, Labor GR",21-50 (Standard)
kandedistributing2,50,0.02,13.7,2.2,68.0,0.0,0.0,2.0,68.0,0.0,2.0,Product-Based (Mixed Inventory),14.3,Ultra-Simple,"Freight, 60 Day Warranty Credit - CLM, Subtotal",21-50 (Standard)
terrapin2,38,1.42,44.3,6.1,2.6,5.3,0.0,92.1,0.0,2.6,5.3,Service-Based,13.4,Ultra-Simple,"00 Terrapin Guitars Shop:10 Pickguard, 00 Terrapin Guitars Shop:11 Shipping:USPS Priority Mail, 00 Terrapin Guitars Shop:11 Shipping:FREE SHIPPING",21-50 (Standard)
petitvin2,50,0.02,20.8,3.1,96.0,20.0,2.0,2.0,94.0,2.0,2.0,Inventory-Based (Physical Products),20.8,Simple,"2722-23 Columbus group, 8190-19 Columbus Group Barr, Discount-Early Pmt",21-50 (Standard)
cpvusanew,12,0.08,16.2,2.2,75.0,0.0,0.0,58.3,0.0,41.7,8.3,Service-Based,12.8,Ultra-Simple,"VEG OIL, SHORTENING, RETURNED CHECK FEE",6-20 (Simple)
underhillinternational,50,0.02,9.9,1.3,62.0,2.0,0.0,0.0,74.0,0.0,2.0,Inventory-Based (Physical Products),13.6,Ultra-Simple,"Frt Prepaid, Surcharge Broken Box, Subtotal",21-50 (Standard)
hawkvalve,50,0.02,8.9,1.1,62.0,12.0,0.0,6.0,80.0,10.0,0.0,Inventory-Based (Physical Products),14.6,Ultra-Simple,"Discount 90%, Freight, C OF C",21-50 (Standard)
canadalab,50,0.0,11.0,1.3,80.0,16.0,0.0,8.0,92.0,0.0,0.0,Inventory-Based (Physical Products),17.6,Ultra-Simple,"CLP-FREIGHT, Freight (Sales), CLP-HAZMAT",21-50 (Standard)
americantankcoinc2,2,0.0,18.0,3.0,50.0,50.0,0.0,0.0,100.0,0.0,0.0,Inventory-Based (Physical Products),12.7,Ultra-Simple,"300040, 500 Gallon Norwesco Black Tank",1-5 (Ultra-Simple)
coastalwipers,50,0.0,7.4,1.1,60.0,0.0,0.0,0.0,84.0,2.0,0.0,Inventory-Based (Physical Products),13.0,Ultra-Simple,"FRT, Notes Item, SCK-25",21-50 (Standard)
bairespackusa2,50,1.06,26.6,1.8,78.0,8.0,70.0,8.0,70.0,10.0,0.0,Product-Based (Mixed Inventory),34.1,Simple,"Shipping Sales, Com-Disc-Parts, Down Payment",21-50 (Standard)
vm5lightingsolutions,50,0.4,20.0,1.9,76.0,26.0,38.0,12.0,76.0,12.0,0.0,Inventory-Based (Physical Products),26.4,Simple,"H2L-350-50K-120, H2L-H70-50K-120, H2L-350-50K-480",21-50 (Standard)
twobirds,8,0.0,7.4,1.0,0.0,0.0,0.0,87.5,0.0,12.5,0.0,Service-Based,0.6,Ultra-Simple,"Sales, Shipping, Discount",6-20 (Simple)
briarford2,50,0.2,9.7,1.1,98.0,0.0,0.0,0.0,68.0,0.0,2.0,Product-Based (Mixed Inventory),20.0,Simple,"MALSLT001, FREMUS345, DIASLT008",21-50 (Standard)
noorwholesale,50,0.98,20.0,1.4,98.0,0.0,98.0,0.0,98.0,0.0,0.0,Inventory-Based (Physical Products),39.9,Simple,"SubTotal, CIGARS:071610499508, CIGARS:071610302808",21-50 (Standard)
protechequipment,50,0.04,9.3,1.2,64.0,2.0,0.0,6.0,94.0,0.0,0.0,Inventory-Based (Physical Products),14.1,Ultra-Simple,"Freight/Shipping (deleted), Process Payment, 16WT300Z",21-50 (Standard)
papajifoods3,50,1.28,41.0,5.0,0.0,34.0,98.0,4.0,94.0,2.0,0.0,Inventory-Based (Physical Products),30.6,Simple,"Premixes:Instant Cardamom Tea Premix, Premixes:Instant Masala Tea Premix, Premixes:Instant Madras Coffee Premix",21-50 (Standard)
cooksdoorsandmouldingsinc,50,0.4,20.6,2.2,78.0,2.0,38.0,2.0,30.0,68.0,0.0,NonInventory-Based (Digital/Services),24.3,Simple,"Upfront Deposit, COST OF GOODS SOLD, Doors:TS-TS1000 (deleted)",21-50 (Standard)
callanindustrial,50,0.14,10.4,1.5,94.0,0.0,2.0,18.0,62.0,6.0,4.0,Product-Based (Mixed Inventory),19.3,Ultra-Simple,"SERVICECALLHEB, HANDLING&SHIP, 826176",21-50 (Standard)
circlethreedesigns3,30,0.0,39.5,6.1,0.0,0.0,0.0,3.3,0.0,96.7,3.3,NonInventory-Based (Digital/Services),2.4,Ultra-Simple,"D1-Notes 1 (deleted), C1-Notes 1 (deleted), C1-CPAC PD DW 10 (deleted)",21-50 (Standard)
sixhundredandtwentyninegroup,50,0.04,10.6,1.5,86.0,0.0,2.0,12.0,2.0,86.0,2.0,NonInventory-Based (Digital/Services),17.5,Ultra-Simple,"Royalty, Wire Transfer Fee, 22611",21-50 (Standard)
hucksterinc,50,1.82,51.4,8.0,52.0,20.0,24.0,0.0,92.0,8.0,0.0,Inventory-Based (Physical Products),29.5,Simple,"E-cigs & Vape (3292):JUUL:JUUL (4pk) PODS 5% - VIR TOB (8/box), E-cigs & Vape (3292):JUUL:JUUL (4pk) PODS 5% - MENTHOL (8/box), Tobacco:TRAFFIC:TRAFFIC - MTHL GRN 100 BX - S-IL",21-50 (Standard)
mnjenterprisellc,50,1.44,74.9,11.3,6.0,70.0,74.0,0.0,78.0,22.0,0.0,Inventory-Based (Physical Products),32.6,Simple,"Smurph's 25mg Display:Blue Raspberry - 100mg 7-Hydroxymitragynine - 10 Count Display, Smurph's 25mg Display:Kiwi Dragon Berry - 100mg 7-Hydroxymitragynine - 10 Count Display, Smurph's 25mg Display:Strawberry - 100mg 7-Hydroxymitragynine - 10 Count Display",21-50 (Standard)
totalfeedsinc,50,0.7,36.1,4.9,16.0,10.0,70.0,8.0,60.0,16.0,2.0,Product-Based (Mixed Inventory),22.6,Simple,"Total Feeds Muenster:Total Equine Muenster, TOTAL PEOPLE PLUS, Total Feeds Muenster:Total Equine LNSC Muenster",21-50 (Standard)
opcdistributionllc,50,0.0,4.9,1.1,6.0,0.0,0.0,2.0,96.0,2.0,2.0,Inventory-Based (Physical Products),4.9,Ultra-Simple,"M510, S410, T210",21-50 (Standard)
thepoolenclosureguys,24,0.71,30.0,3.8,8.3,0.0,62.5,79.2,0.0,20.8,4.2,Service-Based,17.3,Ultra-Simple,"Services, New Installation:New Install - Deposit, New Installation:Arrival of Materials and Start of Installation",21-50 (Standard)
arboragri,4,1.0,34.5,5.2,75.0,0.0,75.0,25.0,75.0,0.0,0.0,Inventory-Based (Physical Products),29.5,Simple,"Services, Seppi Parts:48020001 - SMW FLAIL KIT INCL. BOLT/NUT, Seppi Parts:17602005 - MINI DUO HAMMER",1-5 (Ultra-Simple)
pesaventollc,50,1.3,40.8,4.8,92.0,24.0,0.0,34.0,4.0,34.0,0.0,Hybrid (Mixed),28.9,Simple,"1700 MISC. PRODUCTS:COM Fabric, Main 54"", 100 BEDDING & PILLOWS (Labor):PILLOWS:Pillow (Simple), 600 SUB-CONTRACTORS (Labor):Installation:Trip Charges and Disclaimer '25",21-50 (Standard)
automatedroomcontrolsinc2,30,1.17,61.6,9.2,83.3,13.3,50.0,3.3,80.0,10.0,0.0,Inventory-Based (Physical Products),31.5,Simple,"LV SENSORS - CEILING & CORNER MOUNT:ARC-221-1 Motion 360 Ceiling Sensor - Dual Tech, Low Voltage   ARC-221-1, LOW VOLTAGE SWITCHES:Decorator 3-Button Dimmer Switch - Momentary, Low Voltage, 0-10V WH, Lighting Controls:ARC-1005-1 ARC DUM-E",21-50 (Standard)
redstonetechnical,50,1.02,26.0,1.7,76.0,0.0,18.0,16.0,76.0,2.0,0.0,Inventory-Based (Physical Products),24.9,Simple,"Logistics:Shipping - Case 2024, Shipping:Standard Shipping, Logistics:Shipping - Pallet",21-50 (Standard)
hallknifeandforge,15,0.0,18.3,2.8,0.0,0.0,0.0,100.0,0.0,0.0,6.7,Service-Based,1.2,Ultra-Simple,"Canadian Service, Foreign Service, sh foreign (deleted)",6-20 (Simple)
lesgerstionsdmanagementlin,6,1.17,46.2,5.2,0.0,0.0,66.7,66.7,0.0,33.3,0.0,Service-Based,18.3,Ultra-Simple,"Chauffage & Climatisation:Consultant, Events:Representation fees / Golf tournament for AQCH, Chauffage & Climatisation:Réajustement Mai Juin Juillet 2025",6-20 (Simple)
nedia,50,0.0,6.5,1.0,100.0,0.0,0.0,0.0,48.0,2.0,0.0,Product-Based (Mixed Inventory),19.0,Ultra-Simple,"FDDMG1, O2071, 1646397",21-50 (Standard)
highpowerproducts,11,0.0,12.7,1.8,18.2,0.0,0.0,9.1,36.4,36.4,0.0,Product-Based (Mixed Inventory),3.6,Ultra-Simple,"Work, Arcteq System, 50% Down Payment",6-20 (Simple)
southweststeelfabrication,8,0.25,26.8,3.8,0.0,25.0,25.0,12.5,0.0,25.0,0.0,Product-Based (Mixed Inventory),8.6,Ultra-Simple,"402 Sales Fabricated Commercial, 401 Sales Fabricated Government, 410  - Rental Income",6-20 (Simple)
staplesenterprises4,11,0.36,10.1,1.9,0.0,0.0,0.0,0.0,18.2,72.7,0.0,NonInventory-Based (Digital/Services),3.3,Ultra-Simple,"A/R Diesel, Labor, A/R Gas",6-20 (Simple)
norcada3,50,0.76,11.9,1.3,82.0,2.0,76.0,0.0,80.0,8.0,0.0,Inventory-Based (Physical Products),33.0,Simple,"Shipping, CW, CDev",21-50 (Standard)
vikingcommunicationsinc2,50,0.94,21.4,2.5,34.0,8.0,64.0,22.0,78.0,0.0,6.0,Inventory-Based (Physical Products),25.8,Simple,"Sales:Sales, Labor:Service Labor, RS:LTR:LTR - Waukesha",21-50 (Standard)
seatinghub2,50,1.76,45.2,2.2,94.0,4.0,94.0,4.0,92.0,0.0,0.0,Inventory-Based (Physical Products),44.3,Standard,"Freight Charges, Quantity Discount, Total AvaTax",21-50 (Standard)
ajco,50,0.82,22.4,2.2,10.0,0.0,74.0,2.0,6.0,92.0,0.0,NonInventory-Based (Digital/Services),22.1,Simple,"1727, Item_Cost of goods sold (deleted), Item_Inventory asset (deleted)",21-50 (Standard)
smindustries3,50,0.0,4.9,1.0,88.0,0.0,0.0,0.0,0.0,98.0,0.0,NonInventory-Based (Digital/Services),17.2,Ultra-Simple,"21000, 1021, 70000",21-50 (Standard)
reidwitlinltd,50,0.02,16.1,3.6,72.0,0.0,0.0,36.0,60.0,2.0,6.0,Hybrid (Mixed),14.9,Ultra-Simple,"INVOICE - SHIPPING, Z* DO NOT USE - IN LINE, TERMS & CONDITIONS - IN LINE",21-50 (Standard)
protectconstruction,50,0.14,19.5,2.3,80.0,48.0,10.0,4.0,2.0,94.0,0.0,NonInventory-Based (Digital/Services),23.2,Simple,"TP8M4X60WHPEFR- PRO, STR3/4X1640WH- PS, Tape:TP8M2X60WHPE- PRO",21-50 (Standard)
marineinnovations2,50,0.0,8.5,1.3,22.0,0.0,0.0,12.0,58.0,10.0,2.0,Product-Based (Mixed Inventory),7.3,Ultra-Simple,"Total AvaTax, Customer Down Payment, FREIGHT",21-50 (Standard)
ceramicainc,50,0.92,14.1,1.4,40.0,2.0,50.0,0.0,0.0,100.0,0.0,NonInventory-Based (Digital/Services),23.8,Simple,"FR, ADST0516 (deleted), UpchargeAS (deleted)",21-50 (Standard)
hydrospraywashsystemsinc,50,1.38,38.2,4.9,12.0,20.0,64.0,26.0,0.0,74.0,4.0,NonInventory-Based (Digital/Services),26.6,Simple,"Field Service Hours, Late fee, Chemical Promotion",21-50 (Standard)
evolutiontrailertechnologies,50,0.54,25.9,2.6,90.0,2.0,6.0,16.0,50.0,34.0,2.0,Product-Based (Mixed Inventory),22.2,Simple,"Accounting:Sales, Parts, PARTS SHIPPING & HANDLING",21-50 (Standard)
flightsalesgroup,50,0.98,68.1,12.8,62.0,0.0,22.0,0.0,100.0,0.0,0.0,Inventory-Based (Physical Products),23.1,Simple,"5 pk:Firecracker Infused Pre Roll MASTER KUSH 5 x 0.6 - 3.0 Gr (deleted), Discount, 5 pk:Firecracker Infused Pre Roll MANGO CAKE 5 x 0.6 - 3.0 Gr (deleted)",21-50 (Standard)
apparelstuffrus2,50,0.1,19.6,2.8,4.0,0.0,2.0,70.0,0.0,30.0,10.0,Service-Based,5.6,Ultra-Simple,"Shipping & Handling:Shipping & Handling, Set up, Hawaiian Shirts",21-50 (Standard)
ensureaseal2,49,0.24,22.6,3.2,67.3,0.0,0.0,95.9,2.0,2.0,2.0,Service-Based,15.7,Ultra-Simple,"Del., C/P-EAS-09 (deleted), EAS-13 Casket Protector",21-50 (Standard)
modisystems,50,0.0,5.0,1.0,26.0,0.0,0.0,0.0,52.0,2.0,0.0,Product-Based (Mixed Inventory),7.9,Ultra-Simple,"UPS Frt, LE-100, TRUCK Frt",21-50 (Standard)
lmhdistribution,50,0.0,10.9,1.0,100.0,2.0,0.0,0.0,0.0,98.0,0.0,NonInventory-Based (Digital/Services),19.2,Ultra-Simple,"SHIPPING, 300-00064859, 300-00003620",21-50 (Standard)
sylcadesigns2,50,0.92,23.7,2.2,94.0,18.0,88.0,4.0,90.0,6.0,2.0,Inventory-Based (Physical Products),39.2,Simple,"Etsy-QBO:ADJUSTMENT, FAIRE-COMMISSION, NECKLACE:EW18N42 RED",21-50 (Standard)
bloomco3,50,1.06,33.4,4.5,2.0,38.0,92.0,0.0,0.0,100.0,2.0,NonInventory-Based (Digital/Services),29.0,Simple,"CD Co-op Disc., Bottles & Sprayers:1L Spray Bottle, Bottles & Sprayers:HD Grey Sprayer",21-50 (Standard)
pridgenbrothers,50,2.26,30.2,1.1,94.0,0.0,94.0,2.0,94.0,0.0,2.0,Inventory-Based (Physical Products),47.3,Standard,"SH Fee, Disposables:Trays:01614, Janitorial:CanLiners&Trashcans:01386",21-50 (Standard)
dsagllc2,50,2.78,38.4,3.2,24.0,0.0,74.0,2.0,92.0,2.0,0.0,Inventory-Based (Physical Products),37.2,Simple,"Fertilizer:Nachurs:Trap Shot, Fin Chg, SEED:For/Grass:Millet:German Millet",21-50 (Standard)
boswellwindows3,41,1.32,37.0,6.0,41.5,0.0,43.9,100.0,0.0,0.0,0.0,Service-Based,24.9,Simple,"Product: Product, Labor: Labor / Delivery, Deposit: Deposit on Contract",21-50 (Standard)
trimports,50,0.32,10.1,1.1,78.0,0.0,32.0,16.0,78.0,0.0,2.0,Inventory-Based (Physical Products),22.6,Simple,"Shipping #1, misc svc, S&H:SACA-FedEx",21-50 (Standard)
roimetalbuildings,14,0.0,25.5,2.9,0.0,0.0,0.0,42.9,0.0,50.0,0.0,Hybrid (Mixed),1.1,Ultra-Simple,"Sales & Use Tax, PEMB-Commercial (Pre-engineered Metal Building), Customer Deposits Received",6-20 (Simple)
pacificlink,50,0.0,9.9,1.0,84.0,4.0,0.0,0.0,98.0,0.0,0.0,Inventory-Based (Physical Products),17.0,Ultra-Simple,"Shipping, 276000, IM130809-DM",21-50 (Standard)
