Account Name,Cancellation Reason,Cancellation Reason Other,Tenure_Months,Last Invoice $,Reason_Clean,Category
JohnPaulSelect,Other - please specify,Bad experience with Partner. Closing this account and will probably open up a new account on his own - PW,5.0,120.0,Bad experience with Partner. Closing this account and will probably open up a new account on his own - PW,Uncategorized
independenceled,,Have never used the product in over two years. I have tried to set up and integrate and even consulted with two separate Method Solution Providers but have never been successful at getting Method to work for our company.,24.1,120.0,Have never used the product in over two years. I have tried to set up and integrate and even consulted with two separate Method Solution Providers but have never been successful at getting Method to work for our company.,Uncategorized
SoundQAV,,Loved the software. Had to cut cost... maybee later we can pick it back up...,5.1,120.0,Loved the software. Had to cut cost... maybee later we can pick it back up...,Price/Value
wholesaleirondoors,Using another CRM Product,"Our company outgrew QuickBooks, and we're operating in NetSuite now.",20.6,120.0,"Our company outgrew QuickBooks, and we're operating in NetSuite now.",Competitor Loss
LightsToGoInc,,"Method not being used by staff at this time.  May look for this in the future. 

Thanks.",15.4,120.0,"Method not being used by staff at this time.  May look for this in the future. 

Thanks.",Uncategorized
PuremedyInc,,Owner was not satisfied and will be transferring to an all in one software. Thank you so much!,6.1,120.0,Owner was not satisfied and will be transferring to an all in one software. Thank you so much!,Uncategorized
Meltsnow,Other - please specify,"System is not intuitive enough to sign up and start using. Rob wanted to have a Partner come out and help him set it up + customize it, but it was going to cost him way too much to do that.",7.6,120.0,"System is not intuitive enough to sign up and start using. Rob wanted to have a Partner come out and help him set it up + customize it, but it was going to cost him way too much to do that.",Too Complex/Clunky
traktolampllc,Feature Gap,Difficult to generate reports for backorders on sales order,48.2,120.0,Difficult to generate reports for backorders on sales order,Too Complex/Clunky
argusind,Not using their Method Account,"We have many reasons, all of which were outlined in serval emails to your customer service team over a span of several months.  ",6.8,120.0,"We have many reasons, all of which were outlined in serval emails to your customer service team over a span of several months.",Uncategorized
svgoods,Using another CRM Product,"New Software, included for free.",4.5,120.0,"New Software, included for free.",Uncategorized
Morehouse,Other - please specify,"We need to cancel our service with your company completely. We have transitioned to an on-site system, which we plan to use going forward. We are also moving away from Quickbooks.",9.0,120.0,"We need to cancel our service with your company completely. We have transitioned to an on-site system, which we plan to use going forward. We are also moving away from Quickbooks.",Integration Issues
ModernMetal,Difficult UI,"Antiquated system, inability to integrate with current systems or adapt, too clunky",58.4,120.0,"Antiquated system, inability to integrate with current systems or adapt, too clunky",Too Complex/Clunky
nationalt,,Have an account that is operable at ntgproducts,1.3,120.0,Have an account that is operable at ntgproducts,Uncategorized
FamilyFarmSupply,Difficult Workflows / Workflow Challenges,Business is too small at this time for a CRM,9.1,120.0,Business is too small at this time for a CRM,Uncategorized
StirlingInsources,,We chose to move to a CRM that was easier to integrate with our other office systems,6.2,120.0,We chose to move to a CRM that was easier to integrate with our other office systems,Uncategorized
DAG,Difficult Workflows / Workflow Challenges,It’s not working for our company,11.0,120.0,It’s not working for our company,Performance Issues
NoahsPark,Other - please specify,System too complicated for her staff to pick up - offered training but she doesn't think it would help - PW,12.0,120.0,System too complicated for her staff to pick up - offered training but she doesn't think it would help - PW,Too Complex/Clunky
MobileSmallBusinessApps,,Too much overhead for too little benefit.,4.1,120.0,Too much overhead for too little benefit.,Uncategorized
DMMI,,It was hard getting in touch with your reps for help with questions & consultation about this software.,1.8,120.0,It was hard getting in touch with your reps for help with questions & consultation about this software.,Uncategorized
FreakerUSA,,"Sales orders weren't syncing or if they did it would take too long. It REALLY slowed down the admin quickbooks. When we switched to QB15 it would automatically start syncing, which would mess things up.",11.1,120.0,"Sales orders weren't syncing or if they did it would take too long. It REALLY slowed down the admin quickbooks. When we switched to QB15 it would automatically start syncing, which would mess things up.",Competitor Loss
FreedomAirFiltration,Duplicate Account,New QB file and created new account. Marked exception,4.9,120.0,New QB file and created new account. Marked exception,Integration Issues
kitchensandworktopsltd,Other - please specify,They switched their QB from Desktop to Online. New account: kitchensandworktopsltd3,106.1,120.0,They switched their QB from Desktop to Online. New account: kitchensandworktopsltd3,Competitor Loss
